觀測時間(day),測站氣壓(hPa),測站最高氣壓(hPa),測站最高氣壓時間(LST),測站最低氣壓(hPa),測站最低氣壓時間(LST),氣溫(℃),最高氣溫(℃),最高氣溫時間(LST),最低氣溫(℃),最低氣溫時間(LST),相對溼度(%),最小相對溼度(%),最小相對溼度時間(LST),風速(m/s),風向(360degree),最大瞬間風(m/s),最大瞬間風風向(360degree),最大瞬間風風速時間(LST),降水量(mm)
27,978.7,982,2024/05/27 0:01:00,975.8,2024/05/27 17:24:00,X,28,2024/05/27 9:21:00,19,2024/05/27 2:51:00,X,99,2024/05/27 3:51:00,0.4,121,5.5,206,2024/05/27 13:35:00,20.5
28,980.9,985.2,2024/05/28 8:45:00,973.8,2024/05/28 2:31:00,X,28.1,2024/05/28 3:31:00,17,2024/05/28 9:01:00,X,99,2024/05/28 0:11:00,1.1,19,9.3,139,2024/05/28 2:23:00,19
29,984.4,985.9,2024/05/29 7:11:00,983.2,2024/05/29 16:21:00,X,19.9,2024/05/29 11:25:00,17.8,2024/05/29 23:53:00,X,99,2024/05/29 5:21:00,1.2,116,6.6,128,2024/05/29 0:23:00,0
30,983.5,985.3,2024/05/30 22:21:00,982,2024/05/30 15:41:00,27.1,29.7,2024/05/30 16:31:00,25.1,2024/05/30 23:01:00,87,77,2024/05/30 18:22:00,0.3,124,3.5,123,2024/05/30 13:20:00,0
31,985.5,987.4,2024/05/31 22:41:00,984,2024/05/31 2:14:00,26.9,29.9,2024/05/31 8:51:00,22.4,2024/05/31 4:52:00,90,81,2024/05/31 8:52:00,0.4,115,4.1,211,2024/05/31 15:00:00,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,986.5,987.6,2024/06/01 9:51:00,985.2,2024/06/01 15:41:00,25.5,28.8,2024/06/01 3:32:00,21.4,2024/06/01 23:57:00,93,72,2024/06/01 2:16:00,0.7,268,7.7,334,2024/06/01 3:19:00,15.5
2,984.4,986.4,2024/06/02 0:03:00,982.4,2024/06/02 15:24:00,20.4,22.5,2024/06/02 8:07:00,18,2024/06/02 22:34:00,97,94,2024/06/02 21:11:00,0.9,131,7.7,43,2024/06/02 21:20:00,106.5
3,985.5,988.1,2024/06/03 21:31:00,982.9,2024/06/03 2:21:00,19.9,22.7,2024/06/03 11:31:00,17.4,2024/06/03 4:34:00,87,71,2024/06/03 18:13:00,0.8,304,6.6,54,2024/06/03 13:06:00,7.5
4,987.1,988.2,2024/06/04 8:43:00,985.1,2024/06/04 1:51:00,22.3,25.2,2024/06/04 11:33:00,19.3,2024/06/04 0:21:00,87,77,2024/06/04 9:32:00,1.2,128,7.1,117,2024/06/04 10:23:00,0
5,987.1,988.4,2024/06/05 22:09:00,986,2024/06/05 15:51:00,21.8,22.9,2024/06/05 1:55:00,20.8,2024/06/05 17:41:00,95,85,2024/06/05 3:02:00,0.6,124,4.9,124,2024/06/05 10:39:00,29
6,985.8,987.3,2024/06/06 0:01:00,984.5,2024/06/06 16:31:00,21.6,22.3,2024/06/06 7:31:00,20.9,2024/06/06 16:34:00,95,93,2024/06/06 21:42:00,0.8,341,4.9,310,2024/06/06 12:50:00,12
7,983.8,985.6,2024/06/07 0:01:00,981.9,2024/06/07 16:49:00,23.7,26.7,2024/06/07 11:42:00,21.5,2024/06/07 0:51:00,94,91,2024/06/07 9:07:00,0.7,341,4.1,328,2024/06/07 11:42:00,0.5
8,983.3,985.1,2024/06/08 21:54:00,981.8,2024/06/08 15:54:00,24.6,27.4,2024/06/08 14:01:00,22.4,2024/06/08 3:41:00,95,91,2024/06/08 14:01:00,0.2,0,3.3,343,2024/06/08 9:46:00,0
9,984.7,987,2024/06/09 21:53:00,982.7,2024/06/09 4:21:00,26.1,29,2024/06/09 13:32:00,22.5,2024/06/09 0:27:00,94,85,2024/06/09 2:41:00,0.3,126,5.5,283,2024/06/09 3:37:00,1.5
10,984.1,986.5,2024/06/10 0:01:00,981.3,2024/06/10 14:57:00,27.5,30.4,2024/06/10 14:41:00,25,2024/06/10 2:14:00,91,75,2024/06/10 9:05:00,0.9,53,11,295,2024/06/10 14:05:00,0
11,981.8,984.9,2024/06/11 0:01:00,979.6,2024/06/11 15:22:00,28.9,31.3,2024/06/11 14:31:00,25.6,2024/06/11 0:29:00,78,56,2024/06/11 8:52:00,1.4,4,12.1,204,2024/06/11 3:48:00,0
12,980,982.1,2024/06/12 9:02:00,978.6,2024/06/12 16:31:00,30.3,32.4,2024/06/12 14:01:00,27.6,2024/06/12 0:02:00,63,49,2024/06/12 7:32:00,2.4,238,13.2,260,2024/06/12 6:58:00,0
13,979.1,981,2024/06/13 23:21:00,977.5,2024/06/13 1:54:00,29.8,34.1,2024/06/13 15:41:00,27,2024/06/13 22:40:00,73,53,2024/06/13 0:59:00,1.7,29,14.3,269,2024/06/13 3:47:00,0
14,979,980.7,2024/06/14 0:01:00,976.5,2024/06/14 16:44:00,28.5,31.5,2024/06/14 15:02:00,26,2024/06/14 7:07:00,83,54,2024/06/14 19:23:00,1.3,211,11.5,301,2024/06/14 15:15:00,5.5
15,980.6,983.8,2024/06/15 22:11:00,977.5,2024/06/15 4:01:00,29.4,31.4,2024/06/15 3:22:00,27.1,2024/06/15 23:21:00,80,52,2024/06/15 3:22:00,1.2,31,12.1,201,2024/06/15 1:27:00,0
16,983.3,984.7,2024/06/16 23:06:00,982,2024/06/16 2:41:00,27.9,31.2,2024/06/16 9:41:00,23.6,2024/06/16 17:31:00,92,76,2024/06/16 9:34:00,0.5,3,4.9,110,2024/06/16 17:07:00,25.5
17,982.6,984.3,2024/06/17 0:01:00,980.8,2024/06/17 16:11:00,28.8,31.5,2024/06/17 12:31:00,25.4,2024/06/17 6:29:00,87,68,2024/06/17 22:18:00,0.6,110,10.4,162,2024/06/17 22:02:00,1
18,983.1,984.5,2024/06/18 8:32:00,981.5,2024/06/18 2:21:00,27.6,29.7,2024/06/18 2:23:00,25.8,2024/06/18 21:21:00,94,80,2024/06/18 2:23:00,0.6,10,7.7,161,2024/06/18 6:29:00,80
19,982.8,984,2024/06/19 0:01:00,981.3,2024/06/19 15:15:00,28,31.2,2024/06/19 10:31:00,25.6,2024/06/19 4:53:00,92,79,2024/06/19 14:31:00,0.4,109,4.9,156,2024/06/19 15:25:00,0
20,981.8,983,2024/06/20 8:07:00,980.2,2024/06/20 2:31:00,28.6,31.8,2024/06/20 10:24:00,25.9,2024/06/20 4:53:00,90,72,2024/06/20 10:27:00,0.4,47,4.9,122,2024/06/20 9:42:00,0
21,981.7,983.1,2024/06/21 22:46:00,980.3,2024/06/21 16:11:00,29.1,32.1,2024/06/21 9:21:00,26.1,2024/06/21 15:44:00,89,70,2024/06/21 9:41:00,0.6,9,7.7,50,2024/06/21 15:41:00,18.5
22,982.3,984,2024/06/22 22:05:00,980.9,2024/06/22 2:22:00,29.2,31.6,2024/06/22 10:21:00,26.3,2024/06/22 3:57:00,91,78,2024/06/22 13:15:00,0.4,68,4.1,124,2024/06/22 9:06:00,0
23,983.2,984.6,2024/06/23 21:37:00,982.3,2024/06/23 2:51:00,29.1,32.8,2024/06/23 9:04:00,26.5,2024/06/23 23:05:00,92,61,2024/06/23 8:37:00,0.4,86,4.1,215,2024/06/23 8:37:00,1.5
24,984.7,986.7,2024/06/24 22:01:00,983.2,2024/06/24 13:21:00,28.4,32.2,2024/06/24 12:21:00,25.5,2024/06/24 3:40:00,90,71,2024/06/24 11:03:00,0.6,133,3.5,282,2024/06/24 0:56:00,31
25,986.4,989.1,2024/06/25 21:01:00,984.7,2024/06/25 14:41:00,28.5,32.9,2024/06/25 10:52:00,25.6,2024/06/25 4:53:00,88,68,2024/06/25 11:31:00,0.6,298,5.5,323,2024/06/25 15:07:00,3.5
26,988.2,989.3,2024/06/26 23:21:00,986.9,2024/06/26 16:11:00,28.6,32.6,2024/06/26 14:52:00,25.1,2024/06/26 1:21:00,84,65,2024/06/26 14:52:00,0.7,316,6.6,328,2024/06/26 13:02:00,0
27,987.5,989.1,2024/06/27 0:02:00,985.4,2024/06/27 17:21:00,29.2,33.1,2024/06/27 9:01:00,25.5,2024/06/27 3:11:00,78,57,2024/06/27 8:34:00,0.8,333,4.9,2,2024/06/27 11:29:00,0
28,985.7,--,--,--,--,28.8,--,--,--,--,89,--,--,0.4,53,--,--,--,8.5
29,984.2,987.1,2024/06/29 6:21:00,982.7,2024/06/29 14:23:00,28.6,32.5,2024/06/29 10:51:00,25.8,2024/06/29 4:51:00,87,66,2024/06/29 10:13:00,0.7,29,4.9,328,2024/06/29 12:15:00,13
30,982.9,984.1,2024/06/30 0:13:00,982,2024/06/30 15:21:00,29.3,34.9,2024/06/30 11:24:00,26.1,2024/06/30 0:13:00,81,51,2024/06/30 11:33:00,0.9,46,8.2,178,2024/06/30 10:10:00,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,982.5,983.8,2024/07/01 21:44:00,981.3,2024/07/01 15:25:00,28.6,32.7,2024/07/01 11:21:00,26,2024/07/01 4:21:00,89,69,2024/07/01 10:31:00,0.5,117,4.9,131,2024/07/01 10:45:00,13.5
2,984,987.5,2024/07/02 21:41:00,981.3,2024/07/02 1:51:00,28.2,31.5,2024/07/02 9:01:00,23.1,2024/07/02 21:51:00,89,73,2024/07/02 7:11:00,0.6,66,3.8,324,2024/07/02 13:42:00,13
3,988.5,990.8,2024/07/03 21:41:00,985.7,2024/07/03 2:13:00,28.7,32.3,2024/07/03 9:35:00,23.4,2024/07/03 5:11:00,83,56,2024/07/03 7:31:00,0.4,17,5.5,217,2024/07/03 12:16:00,0
4,988,990.2,2024/07/04 0:02:00,985.9,2024/07/04 23:31:00,29,32.8,2024/07/04 9:51:00,25.9,2024/07/04 5:11:00,84,61,2024/07/04 7:24:00,0.6,318,6,352,2024/07/04 13:26:00,0
5,984.8,986.7,2024/07/05 8:21:00,982.4,2024/07/05 16:01:00,29.6,34.9,2024/07/05 14:21:00,25.3,2024/07/05 5:06:00,78,56,2024/07/05 13:34:00,0.7,3,5.5,131,2024/07/05 15:42:00,0
6,985.1,986.5,2024/07/06 21:21:00,983.5,2024/07/06 2:51:00,29.2,31.6,2024/07/06 7:51:00,26,2024/07/06 5:11:00,86,70,2024/07/06 7:51:00,0.6,346,4.9,342,2024/07/06 12:28:00,0
7,985.8,986.9,2024/07/07 9:52:00,984.5,2024/07/07 16:41:00,29.4,34.3,2024/07/07 9:52:00,26.2,2024/07/07 23:41:00,80,60,2024/07/07 15:11:00,0.6,342,5.5,296,2024/07/07 15:13:00,0
8,984.7,986.4,2024/07/08 19:01:00,983.4,2024/07/08 18:01:00,28.5,32.8,2024/07/08 13:53:00,23.6,2024/07/08 23:31:00,77,56,2024/07/08 11:01:00,0.8,318,12.6,201,2024/07/08 16:43:00,0
9,984.4,985.2,2024/07/09 6:42:00,983,2024/07/09 2:02:00,28.4,34.5,2024/07/09 13:02:00,22.9,2024/07/09 3:32:00,76,55,2024/07/09 8:21:00,0.5,146,5.5,227,2024/07/09 6:04:00,0
10,984.3,985.7,2024/07/10 7:45:00,983,2024/07/10 19:31:00,28.2,32.5,2024/07/10 10:11:00,25.3,2024/07/10 3:41:00,85,60,2024/07/10 10:11:00,0.6,297,5.5,190,2024/07/10 10:50:00,71.5
11,982,983.2,2024/07/11 0:01:00,980.5,2024/07/11 18:11:00,28.7,31.9,2024/07/11 10:21:00,25.4,2024/07/11 5:02:00,85,71,2024/07/11 8:41:00,0.4,118,5.5,352,2024/07/11 13:16:00,0.5
12,980.4,981.6,2024/07/12 21:55:00,979.3,2024/07/12 3:11:00,29.7,34.8,2024/07/12 12:32:00,26.1,2024/07/12 0:02:00,78,56,2024/07/12 10:05:00,0.7,14,7.7,306,2024/07/12 9:37:00,0
13,981.7,983.8,2024/07/13 21:23:00,979.1,2024/07/13 2:01:00,29.4,32.3,2024/07/13 10:41:00,26.8,2024/07/13 4:51:00,85,72,2024/07/13 10:41:00,0.4,319,4.1,106,2024/07/13 11:25:00,0
14,984.3,986,2024/07/14 23:01:00,982.5,2024/07/14 1:11:00,30,35.1,2024/07/14 15:03:00,26.2,2024/07/14 5:31:00,76,52,2024/07/14 16:03:00,0.6,29,6.6,134,2024/07/14 16:31:00,0
15,985.1,986.7,2024/07/15 9:33:00,983.2,2024/07/15 17:31:00,30.6,35.1,2024/07/15 14:41:00,27.1,2024/07/15 3:15:00,72,55,2024/07/15 14:11:00,0.9,122,7.7,137,2024/07/15 15:57:00,0
16,985.4,986.8,2024/07/16 22:35:00,983.7,2024/07/16 16:32:00,30.2,35.1,2024/07/16 13:43:00,25.8,2024/07/16 4:44:00,76,53,2024/07/16 9:02:00,0.7,315,6,339,2024/07/16 14:36:00,0
17,985.8,987,2024/07/17 21:06:00,984.6,2024/07/17 18:01:00,29.7,33.3,2024/07/17 11:12:00,26.4,2024/07/17 2:51:00,80,56,2024/07/17 14:51:00,0.8,1,6.6,326,2024/07/17 12:07:00,0
18,985.8,986.9,2024/07/18 6:37:00,984.6,2024/07/18 2:51:00,29.4,34.4,2024/07/18 11:11:00,26.4,2024/07/18 23:41:00,84,66,2024/07/18 9:47:00,0.6,130,5.5,143,2024/07/18 12:10:00,0
19,984.3,986.3,2024/07/19 0:01:00,982.5,2024/07/19 17:11:00,29.6,34.8,2024/07/19 14:37:00,26.1,2024/07/19 5:11:00,82,60,2024/07/19 14:17:00,0.8,326,5.5,353,2024/07/19 14:51:00,0
20,984.4,985.7,2024/07/20 23:15:00,982.6,2024/07/20 3:21:00,29.9,33.2,2024/07/20 9:51:00,26.4,2024/07/20 3:37:00,78,57,2024/07/20 9:41:00,0.8,342,5.5,322,2024/07/20 11:26:00,0
21,983.8,985.1,2024/07/21 0:01:00,981.9,2024/07/21 16:13:00,30,33,2024/07/21 11:31:00,26.2,2024/07/21 5:32:00,76,54,2024/07/21 12:15:00,1.1,3,11.5,316,2024/07/21 1:30:00,0
22,981.5,984,2024/07/22 0:01:00,979.2,2024/07/22 17:11:00,29.8,32.2,2024/07/22 10:51:00,26.4,2024/07/22 5:01:00,84,69,2024/07/22 8:42:00,1.2,123,9.3,119,2024/07/22 12:42:00,0
23,976.1,979.9,2024/07/23 0:11:00,972.6,2024/07/23 23:51:00,28.6,31,2024/07/23 10:21:00,27.1,2024/07/23 18:43:00,95,91,2024/07/23 13:55:00,1.5,112,9.3,120,2024/07/23 14:08:00,12.5
24,963.1,972.9,2024/07/24 0:01:00,953.6,2024/07/24 23:55:00,28.3,29.7,2024/07/24 15:21:00,26.5,2024/07/24 23:52:00,95,90,2024/07/24 6:11:00,2.3,70,15.4,31,2024/07/24 23:55:00,60
25,956.4,965.2,2024/07/25 23:50:00,949.5,2024/07/25 3:58:00,26.3,27.8,2024/07/25 21:41:00,25,2024/07/25 23:31:00,93,75,2024/07/25 21:41:00,2.2,131,17.6,129,2024/07/25 9:40:00,34
26,972.1,978.5,2024/07/26 21:50:00,965,2024/07/26 0:01:00,26.6,29.3,2024/07/26 13:51:00,24.5,2024/07/26 4:08:00,91,78,2024/07/26 23:58:00,0.5,320,5.5,209,2024/07/26 23:33:00,4.5
27,982.7,986.8,2024/07/27 21:21:00,977.6,2024/07/27 0:11:00,28.4,30.2,2024/07/27 16:32:00,25.8,2024/07/27 22:58:00,83,68,2024/07/27 2:01:00,0.5,201,9.3,181,2024/07/27 11:33:00,0
28,984.8,986.8,2024/07/28 6:53:00,982.4,2024/07/28 16:01:00,28.5,31.8,2024/07/28 12:42:00,25.1,2024/07/28 5:43:00,75,53,2024/07/28 13:11:00,1.2,118,12.6,288,2024/07/28 18:25:00,0
29,983.2,985.4,2024/07/29 0:01:00,981.6,2024/07/29 15:25:00,27.3,30.3,2024/07/29 9:31:00,25.5,2024/07/29 2:47:00,88,70,2024/07/29 0:03:00,1,118,8.2,131,2024/07/29 9:05:00,5.5
30,983.5,985.3,2024/07/30 21:41:00,981.9,2024/07/30 2:21:00,27.8,30.7,2024/07/30 9:54:00,24.8,2024/07/30 4:15:00,87,72,2024/07/30 7:45:00,0.4,310,3.5,113,2024/07/30 10:15:00,0
31,984.7,985.6,2024/07/31 10:07:00,983.7,2024/07/31 3:11:00,27.7,30.5,2024/07/31 10:41:00,25.9,2024/07/31 1:51:00,87,72,2024/07/31 10:31:00,0.6,322,3,99,2024/07/31 7:55:00,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,983.7,985.1,2024/08/01 6:34:00,982.5,2024/08/01 16:36:00,28.6,32.3,2024/08/01 10:21:00,25.9,2024/08/01 5:38:00,84,55,2024/08/01 10:32:00,0.5,32,6.6,119,2024/08/01 10:28:00,0
2,982.7,984.1,2024/08/02 23:21:00,981.2,2024/08/02 16:02:00,29.4,34.8,2024/08/02 17:01:00,26,2024/08/02 2:21:00,76,52,2024/08/02 16:12:00,0.9,268,8.2,279,2024/08/02 13:16:00,0
3,983.4,984.8,2024/08/03 22:41:00,981.9,2024/08/03 16:41:00,29.3,34.2,2024/08/03 11:22:00,25.4,2024/08/03 4:11:00,83,59,2024/08/03 11:22:00,0.5,319,11.5,222,2024/08/03 8:18:00,0
4,982.9,984.2,2024/08/04 0:01:00,980.8,2024/08/04 17:22:00,29.4,35.1,2024/08/04 12:21:00,25.8,2024/08/04 4:36:00,82,58,2024/08/04 12:25:00,0.7,144,4.9,145,2024/08/04 14:12:00,0
5,981.6,983,2024/08/05 0:01:00,979.8,2024/08/05 18:02:00,28.7,32.8,2024/08/05 10:21:00,23.7,2024/08/05 23:24:00,83,67,2024/08/05 10:21:00,0.7,350,6,13,2024/08/05 11:43:00,0
6,981.2,982.5,2024/08/06 22:31:00,979.7,2024/08/06 17:01:00,28.2,31.1,2024/08/06 12:51:00,23.2,2024/08/06 3:21:00,87,70,2024/08/06 14:11:00,0.3,139,3.5,3,2024/08/06 13:38:00,0
7,981.2,982.4,2024/08/07 0:01:00,979.7,2024/08/07 15:51:00,29.2,32.3,2024/08/07 10:32:00,26.7,2024/08/07 23:40:00,83,58,2024/08/07 10:11:00,1.2,338,7.7,340,2024/08/07 11:36:00,0
8,981.1,982.5,2024/08/08 9:22:00,979.3,2024/08/08 16:12:00,29,32.8,2024/08/08 16:01:00,26,2024/08/08 4:32:00,82,55,2024/08/08 16:01:00,0.5,326,7.1,354,2024/08/08 9:20:00,0.5
9,980,981.2,2024/08/09 7:44:00,978.1,2024/08/09 14:32:00,29.3,35.1,2024/08/09 15:01:00,26.3,2024/08/09 4:37:00,84,57,2024/08/09 15:01:00,0.5,339,7.7,348,2024/08/09 12:20:00,0
10,979,980.3,2024/08/10 9:33:00,977.5,2024/08/10 16:02:00,29.2,31.4,2024/08/10 7:12:00,26.6,2024/08/10 5:35:00,85,71,2024/08/10 10:23:00,0.2,0,3.8,336,2024/08/10 1:33:00,0
11,978.5,979.7,2024/08/11 21:41:00,977.3,2024/08/11 15:16:00,29.5,33.3,2024/08/11 10:43:00,26.7,2024/08/11 5:01:00,82,59,2024/08/11 9:41:00,0.6,339,4.1,133,2024/08/11 11:17:00,0
12,979.4,981.6,2024/08/12 21:02:00,978,2024/08/12 3:51:00,29.5,34.7,2024/08/12 10:02:00,26.3,2024/08/12 5:31:00,83,55,2024/08/12 8:54:00,0.4,313,3.5,124,2024/08/12 9:35:00,0.5
13,981.4,982.9,2024/08/13 21:05:00,979.9,2024/08/13 2:57:00,29.2,32.9,2024/08/13 9:32:00,26.8,2024/08/13 23:21:00,86,68,2024/08/13 9:32:00,0.3,192,3.8,128,2024/08/13 10:23:00,0
14,981.6,983.4,2024/08/14 11:08:00,980.3,2024/08/14 17:24:00,28.3,31.3,2024/08/14 9:44:00,25.9,2024/08/14 20:31:00,89,74,2024/08/14 9:21:00,0.5,334,3.3,115,2024/08/14 9:14:00,37
15,981,982.1,2024/08/15 8:22:00,979.3,2024/08/15 16:11:00,27.1,30.1,2024/08/15 8:01:00,25.5,2024/08/15 23:43:00,93,79,2024/08/15 8:09:00,0.3,336,3.8,57,2024/08/15 9:50:00,41
16,981.2,983,2024/08/16 22:11:00,980.2,2024/08/16 0:41:00,28.1,31.3,2024/08/16 11:51:00,23.8,2024/08/16 5:13:00,88,72,2024/08/16 12:15:00,0.4,117,6,113,2024/08/16 17:54:00,0
17,982.7,984.2,2024/08/17 20:53:00,981.3,2024/08/17 2:31:00,27.8,30.2,2024/08/17 10:11:00,26.1,2024/08/17 2:01:00,89,81,2024/08/17 10:12:00,1,313,8.2,243,2024/08/17 19:56:00,15.5
18,982.1,983.7,2024/08/18 9:12:00,980.9,2024/08/18 16:25:00,X,/,--,28.3,2024/08/18 0:04:00,91,78,2024/08/18 20:03:00,1.3,312,9.9,269,2024/08/18 0:32:00,2.5
19,980.6,/,--,/,--,X,/,--,/,--,85,/,--,1.1,309,/,/,--,61.5
20,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,20.5
21,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,10.5
22,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
23,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,6
24,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
25,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
26,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
27,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
28,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
29,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
30,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
31,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
2,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
3,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,3
4,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
5,979.8,981.4,2024/09/05 22:12:00,978.1,2024/09/05 14:31:00,28.5,30.7,2024/09/05 14:22:00,27.1,2024/09/05 23:20:00,88,82,2024/09/05 15:11:00,1.2,107,8.2,121,2024/09/05 14:17:00,0
6,982.3,985.4,2024/09/06 22:16:00,979.6,2024/09/06 2:31:00,29,32.4,2024/09/06 11:42:00,26.7,2024/09/06 2:48:00,85,70,2024/09/06 11:46:00,0.9,119,7.7,121,2024/09/06 12:07:00,0
7,986,988.2,2024/09/07 23:11:00,984.1,2024/09/07 2:42:00,27.8,30.7,2024/09/07 9:11:00,25.9,2024/09/07 5:36:00,88,76,2024/09/07 7:41:00,0.4,7,6,320,2024/09/07 2:10:00,22
8,985.3,987.6,2024/09/08 0:01:00,983.6,2024/09/08 15:21:00,28.1,30.9,2024/09/08 10:05:00,25.7,2024/09/08 1:23:00,87,69,2024/09/08 10:05:00,0.6,113,4.9,14,2024/09/08 11:48:00,0
9,983,984.5,2024/09/09 9:11:00,981.5,2024/09/09 16:11:00,28.4,30.8,2024/09/09 11:41:00,26.3,2024/09/09 23:59:00,86,66,2024/09/09 12:21:00,0.5,116,6,139,2024/09/09 9:55:00,3
10,981.6,983.1,2024/09/10 21:21:00,980.3,2024/09/10 3:12:00,27.5,30.3,2024/09/10 11:31:00,25.3,2024/09/10 22:21:00,91,81,2024/09/10 19:31:00,0.9,330,7.1,348,2024/09/10 15:09:00,4
11,983.3,984.6,2024/09/11 21:21:00,981.9,2024/09/11 0:51:00,27.8,32.3,2024/09/11 10:51:00,22.9,2024/09/11 5:21:00,84,58,2024/09/11 11:02:00,0.5,310,3.8,18,2024/09/11 11:31:00,0
12,983.5,985.4,2024/09/12 8:46:00,981.6,2024/09/12 15:21:00,27.6,30.7,2024/09/12 11:52:00,24.7,2024/09/12 1:37:00,88,77,2024/09/12 7:27:00,0.8,134,8.2,116,2024/09/12 14:13:00,0
13,980.8,983.1,2024/09/13 0:04:00,978.6,2024/09/13 23:42:00,28,30.7,2024/09/13 10:21:00,25.7,2024/09/13 5:02:00,89,77,2024/09/13 15:53:00,0.8,109,6.6,119,2024/09/13 12:58:00,3
14,976.6,979.2,2024/09/14 0:03:00,974.3,2024/09/14 17:16:00,25.5,28.9,2024/09/14 7:52:00,22.6,2024/09/14 3:33:00,93,80,2024/09/14 7:52:00,0.5,329,8.2,21,2024/09/14 18:32:00,43
15,977.2,979.7,2024/09/15 22:33:00,975.3,2024/09/15 1:11:00,27.3,31.9,2024/09/15 12:23:00,22.8,2024/09/15 2:31:00,88,60,2024/09/15 12:28:00,0.5,336,4.9,11,2024/09/15 11:38:00,0
16,980.2,982.6,2024/09/16 21:26:00,977.7,2024/09/16 1:11:00,27.4,30.8,2024/09/16 10:11:00,22.5,2024/09/16 3:26:00,89,75,2024/09/16 8:24:00,1.3,118,9.3,123,2024/09/16 14:24:00,7
17,982.2,983.6,2024/09/17 20:40:00,980.7,2024/09/17 0:51:00,28.3,30.7,2024/09/17 9:41:00,26.2,2024/09/17 5:26:00,90,78,2024/09/17 9:36:00,1.9,108,10.4,134,2024/09/17 10:42:00,1.5
18,980.5,983.1,2024/09/18 0:01:00,978.5,2024/09/18 17:13:00,27.9,30.6,2024/09/18 10:51:00,26.3,2024/09/18 3:01:00,92,77,2024/09/18 10:51:00,0.9,115,7.7,126,2024/09/18 9:44:00,8
19,978.8,980.9,2024/09/19 21:01:00,977.3,2024/09/19 4:01:00,28,31.2,2024/09/19 13:51:00,25.8,2024/09/19 23:11:00,89,70,2024/09/19 13:51:00,0.6,343,6.6,341,2024/09/19 13:25:00,1
20,980.9,982.7,2024/09/20 10:05:00,979.3,2024/09/20 3:31:00,28.2,31.6,2024/09/20 11:44:00,25.1,2024/09/20 5:21:00,88,67,2024/09/20 7:23:00,0.5,101,6,128,2024/09/20 15:21:00,0
21,979.1,980.8,2024/09/21 0:01:00,977.6,2024/09/21 15:11:00,27,28.1,2024/09/21 0:11:00,25.7,2024/09/21 3:16:00,95,86,2024/09/21 5:23:00,0.6,340,6.6,345,2024/09/21 12:10:00,211
22,983.9,988.7,2024/09/22 22:57:00,978.7,2024/09/22 0:08:00,26.2,27.8,2024/09/22 7:31:00,24.9,2024/09/22 19:23:00,96,91,2024/09/22 17:32:00,1.4,348,9.9,317,2024/09/22 17:05:00,212
23,988,989.3,2024/09/23 10:13:00,986.7,2024/09/23 14:21:00,26.1,27.4,2024/09/23 10:41:00,25.2,2024/09/23 0:15:00,97,91,2024/09/23 11:41:00,0.2,0,4.9,109,2024/09/23 14:36:00,132.5
24,987,988.6,2024/09/24 8:14:00,985.1,2024/09/24 15:22:00,27.4,29.8,2024/09/24 12:42:00,25.1,2024/09/24 1:21:00,90,81,2024/09/24 19:51:00,0.4,271,4.9,349,2024/09/24 2:41:00,5.5
25,986.3,987.5,2024/09/25 21:21:00,984.8,2024/09/25 15:11:00,27,30.4,2024/09/25 10:31:00,25.1,2024/09/25 5:21:00,92,75,2024/09/25 12:01:00,0.6,340,7.7,5,2024/09/25 15:22:00,3
26,986.2,987.9,2024/09/26 10:21:00,984.9,2024/09/26 14:21:00,26.6,28.7,2024/09/26 13:51:00,25.7,2024/09/26 1:11:00,92,82,2024/09/26 12:51:00,0.3,300,4.9,322,2024/09/26 8:18:00,7.5
27,985.1,986.4,2024/09/27 20:51:00,983.6,2024/09/27 14:21:00,26.4,30.4,2024/09/27 11:13:00,24.7,2024/09/27 17:06:00,92,75,2024/09/27 11:19:00,0.2,0,4.9,337,2024/09/27 13:25:00,14.5
